x,y,slope,intercept,R2
Hf,Zr,37.10179157743106,0.05863215205866368,0.9641640987988914
Ce,La,0.5262124374800755,-0.7477757591173386,0.9137688285362926
Th,U,0.8580829353126849,2.2139883944172407,0.08370035084153166
Yb,Ce,7.992971632677657,18.749651125619987,0.3762931709895914
Eu,Sm,3.6148260885680252,0.8180208852338513,0.8125485412535711
Ce,Th,0.05948589184424594,2.8214154909945806,0.42006175847235666
Nb,Y,0.47911974044388717,41.02198904897809,0.0019492898508911998
La,Sc,0.21275932687037163,5.036554965237874,0.3954570687545114
